join	301	300	1	15.12%	0.22%	99.50%	0.50%	99.50%	0.50%	
♥	208	208	0	10.59%	0.24%	99.76%	0.24%	99.76%	0.24%	
s	189	151	38	7.77%	2.15%	79.74%	20.26%	79.74%	20.26%	
e	846	838	8	41.91%	0.46%	99.00%	1.00%	99.00%	1.00%	
kβoomer	6	6	0	7.40%	7.14%	92.86%	7.14%	92.86%	7.14%	
hey	21	5	16	2.51%	3.04%	25.00%	75.00%	25.00%	75.00%	
mikey	15	5	10	3.36%	3.59%	34.38%	65.63%	34.38%	65.63%	
did	131	17	114	1.22%	6.04%	13.26%	86.74%	13.26%	86.74%	
know	251	67	184	3.54%	9.36%	26.79%	73.21%	26.79%	73.21%	
when	327	85	242	4.39%	12.22%	26.07%	73.93%	26.07%	73.93%	
someone	542	462	80	23.15%	4.08%	85.17%	14.83%	85.17%	14.83%	
says	39	6	33	1.54%	2.86%	16.25%	83.75%	16.25%	83.75%	
i	3068	1763	1305	88.14%	65.25%	57.46%	42.54%	57.46%	42.54%	
stand	31	9	22	2.00%	2.63%	29.69%	70.31%	29.69%	70.31%	
corrected	3	1	2	12.54%	12.58%	37.50%	62.50%	37.50%	62.50%	
it	2132	1293	839	64.64%	41.95%	60.64%	39.36%	60.64%	39.36%	
means	29	1	28	1.72%	3.02%	5.00%	95.00%	5.00%	95.00%	
they	1232	547	685	27.37%	34.26%	44.40%	55.60%	44.40%	55.60%	
admitting	2	1	1	16.70%	16.70%	50.00%	50.00%	50.00%	50.00%	
were	182	23	159	1.42%	8.18%	12.84%	87.16%	12.84%	87.16%	
wrong	48	17	31	1.85%	2.54%	35.71%	64.29%	35.71%	64.29%	
don't	311	33	278	1.80%	14.02%	10.74%	89.26%	10.74%	89.26%	
believe	60	9	51	1.26%	3.33%	15.57%	84.43%	15.57%	84.43%	
me	869	638	231	31.92%	11.59%	73.39%	26.61%	73.39%	26.61%	
which	94	29	65	1.96%	3.74%	31.05%	68.95%	31.05%	68.95%	
course	34	3	31	1.57%	2.93%	10.00%	90.00%	10.00%	90.00%	
dare	8	1	7	5.60%	5.87%	16.67%	83.33%	16.67%	83.33%	
look	95	8	87	0.92%	4.83%	8.85%	91.15%	8.85%	91.15%	
up	325	65	260	3.39%	13.11%	20.09%	79.91%	20.09%	79.91%	
or	1065	719	346	35.96%	17.33%	67.50%	32.50%	67.50%	32.50%	
ask	26	3	23	2.00%	2.96%	12.96%	87.04%	12.96%	87.04%	
maybe	351	289	62	14.55%	3.23%	82.24%	17.76%	82.24%	17.76%	
could	162	50	112	2.79%	5.87%	30.98%	69.02%	30.98%	69.02%	
gayslinger	3	1	2	12.54%	12.58%	37.50%	62.50%	37.50%	62.50%	
he's	40	5	35	1.46%	2.93%	13.41%	86.59%	13.41%	86.59%	
a	5262	3366	1896	168.28%	94.79%	63.97%	36.03%	63.97%	36.03%	
pretty	39	9	30	1.69%	2.71%	23.75%	76.25%	23.75%	76.25%	
smart	15	3	12	3.27%	3.69%	21.88%	78.13%	21.88%	78.13%	
guy	58	18	40	1.73%	2.81%	31.36%	68.64%	31.36%	68.64%	
might	41	2	39	1.29%	3.09%	5.95%	94.05%	5.95%	94.05%	
say	132	26	106	1.67%	5.64%	19.92%	80.08%	19.92%	80.08%	
correct	16	3	13	3.08%	3.55%	20.59%	79.41%	20.59%	79.41%	
maintaining	3	1	2	12.54%	12.58%	37.50%	62.50%	37.50%	62.50%	
your	1251	838	413	41.91%	20.67%	66.97%	33.03%	66.97%	33.03%	
opinion	11	2	9	4.26%	4.58%	20.83%	79.17%	20.83%	79.17%	
after	246	185	61	9.41%	3.24%	75.10%	24.90%	75.10%	24.90%	
someones'	2	1	1	16.70%	16.70%	50.00%	50.00%	50.00%	50.00%	
rebuttal	2	1	1	16.70%	16.70%	50.00%	50.00%	50.00%	50.00%	
it'd	2	1	1	16.70%	16.70%	50.00%	50.00%	50.00%	50.00%	
be	725	175	550	8.81%	27.53%	24.17%	75.83%	24.17%	75.83%	
kinda	6	1	5	7.19%	7.36%	21.43%	78.57%	21.43%	78.57%	
different	32	5	27	1.76%	2.82%	16.67%	83.33%	16.67%	83.33%	
but	456	80	376	4.10%	18.87%	17.61%	82.39%	17.61%	82.39%	
more	940	674	266	33.72%	13.34%	71.68%	28.32%	71.68%	28.32%	
accurate	5	1	4	8.38%	8.50%	25.00%	75.00%	25.00%	75.00%	
statement	10	2	8	4.64%	4.91%	22.73%	77.27%	22.73%	77.27%	
express	4	3	1	10.12%	10.04%	70.00%	30.00%	70.00%	30.00%	
thugs	9	4	5	5.18%	5.23%	45.00%	55.00%	45.00%	55.00%	
do	395	71	324	3.67%	16.29%	18.06%	81.94%	18.06%	81.94%	
write	21	2	19	2.37%	3.18%	11.36%	88.64%	11.36%	88.64%	
rules	10	2	8	4.64%	4.91%	22.73%	77.27%	22.73%	77.27%	
for	2570	1758	812	87.89%	40.60%	68.40%	31.60%	68.40%	31.60%	
grammar	5	1	4	8.38%	8.50%	25.00%	75.00%	25.00%	75.00%	
spelling	7	1	6	6.29%	6.51%	18.75%	81.25%	18.75%	81.25%	
definitions	1	1	0	25.03%	25.00%	75.00%	25.00%	75.00%	25.00%	
words	24	2	22	2.10%	3.06%	10.00%	90.00%	10.00%	90.00%	
i'm	195	77	118	4.09%	6.13%	39.54%	60.46%	39.54%	60.46%	
probably	72	29	43	2.12%	2.81%	40.41%	59.59%	40.41%	59.59%	
again	241	183	58	9.32%	3.09%	75.83%	24.17%	75.83%	24.17%	
really	152	38	114	2.21%	5.99%	25.16%	74.84%	25.16%	74.84%	
my	1134	792	342	39.61%	17.13%	69.82%	30.18%	69.82%	30.18%	
best	1132	1094	38	54.70%	1.94%	96.60%	3.40%	96.60%	3.40%	
friend	418	401	17	20.12%	0.97%	95.82%	4.18%	95.82%	4.18%	
has	671	450	221	22.54%	11.11%	67.04%	32.96%	67.04%	32.96%	
just	969	642	327	32.12%	16.38%	66.24%	33.76%	66.24%	33.76%	
announced	392	391	1	19.63%	0.18%	99.62%	0.38%	99.62%	0.38%	
her	588	429	159	21.50%	8.02%	72.92%	27.08%	72.92%	27.08%	
wedding	375	374	1	18.78%	0.18%	99.60%	0.40%	99.60%	0.40%	
with	1345	882	463	44.10%	23.17%	65.56%	34.44%	65.56%	34.44%	
an	583	404	179	20.25%	9.02%	69.26%	30.74%	69.26%	30.74%	
older	1989	1983	6	99.13%	0.32%	99.67%	0.33%	99.67%	0.33%	
successful	747	743	4	37.17%	0.27%	99.40%	0.60%	99.40%	0.60%	
man	506	458	48	22.95%	2.49%	90.43%	9.57%	90.43%	9.57%	
met	376	373	3	18.73%	0.28%	99.07%	0.93%	99.07%	0.93%	
via	259	257	2	12.99%	0.29%	99.04%	0.96%	99.04%	0.96%	
ś	198	198	0	10.10%	0.25%	99.75%	0.25%	99.75%	0.25%	
ē	339	339	0	17.05%	0.15%	99.85%	0.15%	99.85%	0.15%	
k	151	146	5	7.58%	0.58%	96.38%	3.62%	96.38%	3.62%	
n	197	194	3	9.90%	0.40%	98.23%	1.77%	98.23%	1.77%	
g	295	287	8	14.47%	0.57%	97.13%	2.87%	97.13%	2.87%	
ŕ	136	136	0	7.12%	0.36%	99.64%	0.36%	99.64%	0.36%	
i​	123	123	0	6.50%	0.40%	99.60%	0.40%	99.60%	0.40%	
​	1241	1157	84	57.84%	4.24%	93.20%	6.80%	93.20%	6.80%	
​​​​​​​​​​​​​​​​​​​​	155	155	0	8.02%	0.32%	99.68%	0.32%	99.68%	0.32%	
​​​​	38	38	0	3.13%	1.28%	98.72%	1.28%	98.72%	1.28%	
​c​	72	72	0	4.24%	0.68%	99.32%	0.68%	99.32%	0.68%	
​​​​​​​​​​​	8	8	0	5.91%	5.56%	94.44%	5.56%	94.44%	5.56%	
​​​​​​​​​​​​​h​​	8	8	0	5.91%	5.56%	94.44%	5.56%	94.44%	5.56%	
​​	81	81	0	4.61%	0.61%	99.39%	0.61%	99.39%	0.61%	
​​ϲ​​	1	1	0	25.03%	25.00%	75.00%	25.00%	75.00%	25.00%	
​​ō	3	3	0	12.61%	12.50%	87.50%	12.50%	87.50%	12.50%	
​​​ɱ	4	4	0	10.16%	10.00%	90.00%	10.00%	90.00%	10.00%	
​​​​​	20	20	0	3.33%	2.38%	97.62%	2.38%	97.62%	2.38%	
nice	142	127	15	6.66%	1.09%	89.16%	10.84%	89.16%	10.84%	
place	631	596	35	29.83%	1.83%	94.38%	5.62%	94.38%	5.62%	
meet	401	398	3	19.97%	0.27%	99.13%	0.87%	99.13%	0.87%	
mature	534	534	0	26.74%	0.09%	99.91%	0.09%	99.91%	0.09%	
men	1615	1595	20	79.73%	1.03%	98.73%	1.27%	98.73%	1.27%	
classy	313	312	1	15.71%	0.21%	99.52%	0.48%	99.52%	0.48%	
sophisticated	126	126	0	6.64%	0.39%	99.61%	0.39%	99.61%	0.39%	
women	1665	1652	13	82.58%	0.68%	99.19%	0.81%	99.19%	0.81%	
u	248	203	45	10.31%	2.44%	81.73%	18.27%	81.73%	18.27%	
single	546	538	8	26.94%	0.49%	98.45%	1.55%	98.45%	1.55%	
woman	670	656	14	32.83%	0.77%	97.84%	2.16%	97.84%	2.16%	
want	402	271	131	13.64%	6.66%	67.37%	32.63%	67.37%	32.63%	
marry	129	128	1	6.74%	0.43%	98.85%	1.15%	98.85%	1.15%	
kind	173	143	30	7.40%	1.78%	82.47%	17.53%	82.47%	17.53%	
make	553	413	140	20.70%	7.08%	74.64%	25.36%	74.64%	25.36%	
life	886	791	95	39.56%	4.80%	89.23%	10.77%	89.23%	10.77%	
adventurous	292	292	0	14.72%	0.17%	99.83%	0.17%	99.83%	0.17%	
it’s	242	242	0	12.26%	0.21%	99.79%	0.21%	99.79%	0.21%	
worth	245	224	21	11.36%	1.25%	91.26%	8.74%	91.26%	8.74%	
see	217	102	115	5.31%	5.95%	47.02%	52.98%	47.02%	52.98%	
how	494	288	206	14.47%	10.38%	58.28%	41.72%	58.28%	41.72%	
rich	332	304	28	15.30%	1.55%	91.44%	8.56%	91.44%	8.56%	
cashing	21	21	0	3.28%	2.27%	97.73%	2.27%	97.73%	2.27%	
in	1979	898	1081	44.90%	54.05%	45.38%	54.62%	45.38%	54.62%	
can	1268	1057	211	52.85%	10.58%	83.33%	16.67%	83.33%	16.67%	
too	246	133	113	6.83%	5.83%	54.05%	45.95%	54.05%	45.95%	
g00gle	23	23	0	3.19%	2.08%	97.92%	2.08%	97.92%	2.08%	
search	43	37	6	2.94%	1.43%	85.23%	14.77%	85.23%	14.77%	
following	29	24	5	2.83%	1.91%	81.67%	18.33%	81.67%	18.33%	
term	56	36	20	2.65%	1.86%	64.04%	35.96%	64.04%	35.96%	
slick	45	44	1	3.24%	1.14%	96.74%	3.26%	96.74%	3.26%	
cash''	37	36	1	3.07%	1.36%	96.05%	3.95%	96.05%	3.95%	
go	191	75	116	3.99%	6.03%	39.32%	60.68%	39.32%	60.68%	
top	46	37	9	2.87%	1.50%	79.79%	20.21%	79.79%	20.21%	
site	414	402	12	20.17%	0.72%	96.99%	3.01%	96.99%	3.01%	
then	228	78	150	4.10%	7.69%	34.28%	65.72%	34.28%	65.72%	
click	53	51	2	3.43%	1.02%	95.37%	4.63%	95.37%	4.63%	
on	1137	616	521	30.82%	26.07%	54.17%	45.83%	54.17%	45.83%	
their	736	478	258	23.94%	12.95%	64.93%	35.07%	64.93%	35.07%	
penny	56	54	2	3.53%	0.98%	95.61%	4.39%	95.61%	4.39%	
stock	57	38	19	2.73%	1.80%	66.38%	33.62%	66.38%	33.62%	
page	56	51	5	3.38%	1.12%	90.35%	9.65%	90.35%	9.65%	
will	533	221	312	11.12%	15.66%	41.48%	58.52%	41.48%	58.52%	
stocks	27	16	11	2.56%	2.32%	58.93%	41.07%	58.93%	41.07%	
tens	16	16	0	3.69%	2.94%	97.06%	2.94%	97.06%	2.94%	
thousands	66	61	5	3.75%	0.99%	91.79%	8.21%	91.79%	8.21%	
every	89	26	63	1.84%	3.67%	29.44%	70.56%	29.44%	70.56%	
month	46	22	24	2.14%	2.24%	47.87%	52.13%	47.87%	52.13%	
trick	44	39	5	3.02%	1.36%	87.78%	12.22%	87.78%	12.22%	
wealthy	137	126	11	6.62%	0.91%	91.67%	8.33%	91.67%	8.33%	
have	924	313	611	15.69%	30.57%	33.89%	66.11%	33.89%	66.11%	
been	262	152	110	7.76%	5.67%	57.98%	42.02%	57.98%	42.02%	
doing	115	44	71	2.61%	3.95%	38.36%	61.64%	38.36%	61.64%	
quite	51	40	11	2.92%	1.50%	77.88%	22.12%	77.88%	22.12%	
while	121	47	74	2.74%	4.08%	38.93%	61.07%	38.93%	61.07%	
we	613	201	412	10.12%	20.65%	32.82%	67.18%	32.82%	67.18%	
always	71	24	47	1.88%	3.01%	34.03%	65.97%	34.03%	65.97%	
yourself	41	14	27	1.87%	2.51%	34.52%	65.48%	34.52%	65.48%	
troubled	11	11	0	4.67%	4.17%	95.83%	4.17%	95.83%	4.17%	
issues	30	12	18	2.19%	2.48%	40.32%	59.68%	40.32%	59.68%	
age	419	408	11	20.47%	0.67%	97.26%	2.74%	97.26%	2.74%	
difference	27	13	14	2.41%	2.46%	48.21%	51.79%	48.21%	51.79%	
still	113	24	89	1.63%	4.85%	21.49%	78.51%	21.49%	78.51%	
feeling	30	27	3	2.92%	1.76%	88.71%	11.29%	88.71%	11.29%	
strong	44	37	7	2.92%	1.45%	83.33%	16.67%	83.33%	16.67%	
urge	12	11	1	4.35%	3.89%	88.46%	11.54%	88.46%	11.54%	
finding	14	11	3	3.85%	3.47%	76.67%	23.33%	76.67%	23.33%	
younger	685	684	1	34.22%	0.12%	99.78%	0.22%	99.78%	0.22%	
than	232	47	185	2.55%	9.42%	20.39%	79.61%	20.39%	79.61%	
check	641	624	17	31.23%	0.93%	97.27%	2.73%	97.27%	2.73%	
out	923	684	239	34.22%	11.99%	74.08%	25.92%	74.08%	25.92%	
gap	308	308	0	15.51%	0.16%	99.84%	0.16%	99.84%	0.16%	
match	263	256	7	12.94%	0.54%	97.16%	2.84%	97.16%	2.84%	
where	417	320	97	16.08%	4.96%	76.67%	23.33%	76.67%	23.33%	
things	99	24	75	1.69%	4.21%	24.50%	75.50%	24.50%	75.50%	
start	58	25	33	2.08%	2.47%	43.22%	56.78%	43.22%	56.78%	
get	715	464	251	23.24%	12.60%	64.87%	35.13%	64.87%	35.13%	
better	289	146	143	7.45%	7.30%	50.52%	49.48%	50.52%	49.48%	
1	221	164	57	8.39%	3.06%	74.10%	25.90%	74.10%	25.90%	
seeking	613	612	1	30.63%	0.13%	99.76%	0.24%	99.76%	0.24%	
over	371	236	135	11.90%	6.87%	63.58%	36.42%	63.58%	36.42%	
32	75	74	1	4.31%	0.71%	98.03%	1.97%	98.03%	1.97%	
647	74	74	0	4.32%	0.67%	99.33%	0.67%	99.33%	0.67%	
quality	151	144	7	7.48%	0.68%	95.07%	4.93%	95.07%	4.93%	
members	139	135	4	7.06%	0.56%	96.79%	3.21%	96.79%	3.21%	
ready	231	216	15	10.97%	0.96%	93.32%	6.68%	93.32%	6.68%	
new	322	233	89	11.77%	4.59%	72.29%	27.71%	72.29%	27.71%	
adventure	216	216	0	10.98%	0.23%	99.77%	0.23%	99.77%	0.23%	
give	309	250	59	12.62%	3.10%	80.81%	19.19%	80.81%	19.19%	
them	446	217	229	10.94%	11.54%	48.66%	51.34%	48.66%	51.34%	
saying	55	8	47	1.29%	3.20%	15.18%	84.82%	15.18%	84.82%	
our	301	87	214	4.50%	10.83%	28.97%	71.03%	28.97%	71.03%	
puppet	2	1	1	16.70%	16.70%	50.00%	50.00%	50.00%	50.00%	
troops	9	2	7	5.09%	5.32%	25.00%	75.00%	25.00%	75.00%	
also	191	123	68	6.38%	3.64%	64.32%	35.68%	64.32%	35.68%	
you're	99	36	63	2.28%	3.62%	36.50%	63.50%	36.50%	63.50%	
rule	8	2	6	5.64%	5.82%	27.78%	72.22%	27.78%	72.22%	
right	131	16	115	1.17%	6.09%	12.50%	87.50%	12.50%	87.50%	
coool	1	1	0	25.03%	25.00%	75.00%	25.00%	75.00%	25.00%	
​​​​​​​​​​​​​​​	11	11	0	4.67%	4.17%	95.83%	4.17%	95.83%	4.17%	
c	416	408	8	20.47%	0.52%	97.96%	2.04%	97.96%	2.04%	
​​​​​​​​​​​​​​​h​	6	6	0	7.40%	7.14%	92.86%	7.14%	92.86%	7.14%	
​ϲ​	5	5	0	8.54%	8.33%	91.67%	8.33%	91.67%	8.33%	
​ō	28	28	0	3.08%	1.72%	98.28%	1.72%	98.28%	1.72%	
​​ɱ	27	27	0	3.09%	1.79%	98.21%	1.79%	98.21%	1.79%	
​​​	218	218	0	11.08%	0.23%	99.77%	0.23%	99.77%	0.23%	
cute	7	2	5	6.34%	6.47%	31.25%	68.75%	31.25%	68.75%	
little	99	33	66	2.13%	3.77%	33.50%	66.50%	33.50%	66.50%	
thing	97	12	85	1.10%	4.72%	12.76%	87.24%	12.76%	87.24%	
wonder	18	4	14	2.82%	3.29%	23.68%	76.32%	23.68%	76.32%	
she	252	89	163	4.63%	8.32%	35.38%	64.62%	35.38%	64.62%	
would	367	75	292	3.88%	14.70%	20.52%	79.48%	20.52%	79.48%	
biker	76	73	3	4.25%	0.80%	95.45%	4.55%	95.45%	4.55%	
r	297	280	17	14.12%	1.01%	94.13%	5.87%	94.13%	5.87%	
¡	37	37	0	3.12%	1.32%	98.68%	1.32%	98.68%	1.32%	
d	82	61	21	3.62%	1.64%	74.10%	25.90%	74.10%	25.90%	
t	95	68	27	3.89%	1.86%	71.35%	28.65%	71.35%	28.65%	
bikers	42	42	0	3.21%	1.16%	98.84%	1.16%	98.84%	1.16%	
romance	44	44	0	3.26%	1.11%	98.89%	1.11%	98.89%	1.11%	
love	1190	1107	83	55.35%	4.19%	92.99%	7.01%	92.99%	7.01%	
interested	84	83	1	4.69%	0.64%	98.24%	1.76%	98.24%	1.76%	
40	347	331	16	16.65%	0.94%	95.26%	4.74%	95.26%	4.74%	
date	280	275	5	13.88%	0.43%	98.04%	1.96%	98.04%	1.96%	
yes	78	13	65	1.27%	3.84%	17.09%	82.91%	17.09%	82.91%	
olderdatingyounger	45	45	0	3.29%	1.09%	98.91%	1.09%	98.91%	1.09%	
focused	134	134	0	7.02%	0.37%	99.63%	0.37%	99.63%	0.37%	
community	338	330	8	16.60%	0.55%	97.49%	2.51%	97.49%	2.51%	
young	326	299	27	15.06%	1.50%	91.59%	8.41%	91.59%	8.41%	
guys	139	117	22	6.17%	1.45%	83.93%	16.07%	83.93%	16.07%	
appreciate	25	21	4	2.93%	2.12%	82.69%	17.31%	82.69%	17.31%	
maturity	22	21	1	3.18%	2.22%	93.48%	6.52%	93.48%	6.52%	
boomer	36	34	2	3.01%	1.45%	93.24%	6.76%	93.24%	6.76%	
b	120	102	18	5.47%	1.31%	84.71%	15.29%	84.71%	15.29%	
oomermingle	28	28	0	3.08%	1.72%	98.28%	1.72%	98.28%	1.72%	
it's	357	197	160	9.96%	8.12%	55.17%	44.83%	55.17%	44.83%	
meeting	144	141	3	7.35%	0.49%	97.59%	2.41%	97.59%	2.41%	
senior	173	171	2	8.79%	0.39%	98.56%	1.44%	98.56%	1.44%	
relatively	80	79	1	4.52%	0.67%	98.15%	1.85%	98.15%	1.85%	
career	41	40	1	3.14%	1.24%	96.43%	3.57%	96.43%	3.57%	
understand	155	121	34	6.33%	2.01%	77.88%	22.12%	77.88%	22.12%	
treat	122	119	3	6.31%	0.56%	97.15%	2.85%	97.15%	2.85%	
marriage	57	52	5	3.42%	1.11%	90.52%	9.48%	90.52%	9.48%	
searching	61	61	0	3.81%	0.81%	99.19%	0.81%	99.19%	0.81%	
own	134	67	67	3.70%	3.70%	50.00%	50.00%	50.00%	50.00%	
old	177	134	43	6.94%	2.42%	75.56%	24.44%	75.56%	24.44%	
living	54	25	29	2.14%	2.33%	46.36%	53.64%	46.36%	53.64%	
feel	200	157	43	8.06%	2.39%	78.36%	21.64%	78.36%	21.64%	
lonely	62	62	0	3.84%	0.79%	99.21%	0.79%	99.21%	0.79%	
very	201	118	83	6.12%	4.38%	58.66%	41.34%	58.66%	41.34%	
common	30	21	9	2.63%	2.05%	69.35%	30.65%	69.35%	30.65%	
prefer	60	58	2	3.67%	0.92%	95.90%	4.10%	95.90%	4.10%	
as	605	245	360	12.31%	18.05%	40.51%	59.49%	40.51%	59.49%	
usually	69	60	9	3.67%	1.16%	86.43%	13.57%	86.43%	13.57%	
stable	118	117	1	6.22%	0.47%	98.74%	1.26%	98.74%	1.26%	
why	264	134	130	6.86%	6.66%	50.75%	49.25%	50.75%	49.25%	
not	842	245	597	12.29%	29.87%	29.12%	70.88%	29.12%	70.88%	
much	235	141	94	7.23%	4.89%	59.96%	40.04%	59.96%	40.04%	
partner	78	78	0	4.48%	0.63%	99.37%	0.63%	99.37%	0.63%	
trending	11	9	2	4.58%	4.26%	79.17%	20.83%	79.17%	20.83%	
nowadays	53	50	3	3.38%	1.07%	93.52%	6.48%	93.52%	6.48%	
simply	115	100	15	5.39%	1.17%	86.64%	13.36%	86.64%	13.36%	
worthy	100	97	3	5.30%	0.64%	96.53%	3.47%	96.53%	3.47%	
​​​​​​​​​​​​	15	15	0	3.83%	3.13%	96.88%	3.13%	96.88%	3.13%	
​​​​​​h​​​	15	15	0	3.83%	3.13%	96.88%	3.13%	96.88%	3.13%	
​​​ϲ​	4	4	0	10.16%	10.00%	90.00%	10.00%	90.00%	10.00%	
​​​ō	5	5	0	8.54%	8.33%	91.67%	8.33%	91.67%	8.33%	
​​​​ɱ	5	5	0	8.54%	8.33%	91.67%	8.33%	91.67%	8.33%	
​​​​​​​	39	39	0	3.15%	1.25%	98.75%	1.25%	98.75%	1.25%	
singe	4	4	0	10.16%	10.00%	90.00%	10.00%	90.00%	10.00%	
without	131	86	45	4.65%	2.61%	65.53%	34.47%	65.53%	34.47%	
special	149	132	17	6.89%	1.18%	88.33%	11.67%	88.33%	11.67%	
long	146	99	47	5.26%	2.67%	67.69%	32.31%	67.69%	32.31%	
dry	87	84	3	4.72%	0.72%	96.02%	3.98%	96.02%	3.98%	
period	141	127	14	6.66%	1.05%	89.79%	10.21%	89.79%	10.21%	
o	313	303	10	15.26%	0.66%	96.66%	3.34%	96.66%	3.34%	
m	174	164	10	8.44%	0.78%	94.00%	6.00%	94.00%	6.00%	
p	61	52	9	3.36%	1.25%	84.68%	15.32%	84.68%	15.32%	
​​d	15	15	0	3.83%	3.13%	96.88%	3.13%	96.88%	3.13%	
0	188	182	6	9.32%	0.56%	96.56%	3.44%	96.56%	3.44%	
offers	86	84	2	4.73%	0.67%	97.13%	2.87%	97.13%	2.87%	
great	203	153	50	7.86%	2.73%	75.25%	24.75%	75.25%	24.75%	
platform	86	84	2	4.73%	0.67%	97.13%	2.87%	97.13%	2.87%	
activities	85	85	0	4.78%	0.58%	99.42%	0.58%	99.42%	0.58%	
partners	85	85	0	4.78%	0.58%	99.42%	0.58%	99.42%	0.58%	
people	738	305	433	15.30%	21.69%	41.34%	58.66%	41.34%	58.66%	
travel	88	86	2	4.81%	0.66%	97.19%	2.81%	97.19%	2.81%	
companions	85	85	0	4.78%	0.58%	99.42%	0.58%	99.42%	0.58%	
dream	92	86	6	4.79%	0.83%	93.01%	6.99%	93.01%	6.99%	
lover	85	85	0	4.78%	0.58%	99.42%	0.58%	99.42%	0.58%	
whoever	8	2	6	5.64%	5.82%	27.78%	72.22%	27.78%	72.22%	
beats	1	1	0	25.03%	25.00%	75.00%	25.00%	75.00%	25.00%	
most	117	28	89	1.81%	4.84%	24.15%	75.85%	24.15%	75.85%	
meat	9	6	3	5.27%	5.14%	65.00%	35.00%	65.00%	35.00%	
mer	6	6	0	7.40%	7.14%	92.86%	7.14%	92.86%	7.14%	
l	43	39	4	3.04%	1.33%	89.77%	10.23%	89.77%	10.23%	
dn't	1	1	0	25.03%	25.00%	75.00%	25.00%	75.00%	25.00%	
need	142	38	104	2.24%	5.51%	26.92%	73.08%	26.92%	73.08%	
because	263	87	176	4.52%	8.96%	33.14%	66.86%	33.14%	66.86%	
some	160	21	139	1.35%	7.22%	13.35%	86.65%	13.35%	86.65%	
reason	30	3	27	1.76%	2.92%	11.29%	88.71%	11.29%	88.71%	
actually	37	1	36	1.36%	3.07%	3.95%	96.05%	3.95%	96.05%	
believed	1	1	0	25.03%	25.00%	75.00%	25.00%	75.00%	25.00%	
housing	15	2	13	3.22%	3.73%	15.63%	84.38%	15.63%	84.38%	
prices	31	2	29	1.66%	2.97%	7.81%	92.19%	7.81%	92.19%	
