		{ALL}	GOOD		BAD	
became	33	33	1.48%	0	1.47%
best	2004	249	0.03%	1755	0.06%
put	367	354	0.14%	13	0.14%
ceiling	5	5	8.34%	0	8.33%
tax	414	407	0.13%	7	0.12%
deductions	45	45	1.10%	0	1.09%
total	66	65	0.75%	1	0.75%
equal	22	22	2.18%	0	2.17%
general	37	36	1.32%	1	1.32%
deduction	147	147	0.35%	0	0.34%
eliminate	35	35	1.40%	0	1.39%
additional	13	13	3.58%	0	3.57%
exemptions	4	4	10.01%	0	10.00%
fordependents	1	1	25.00%	0	25.00%
services	26	17	1.86%	9	1.86%
you'll	74	64	0.67%	10	0.67%
should	898	820	0.06%	78	0.06%
pay	420	416	0.13%	4	0.12%
beatle	1	1	25.00%	0	25.00%
hey	140	132	0.36%	8	0.36%
mikey	31	26	1.57%	5	1.57%
know	1099	1000	0.05%	99	0.05%
someone	1077	504	0.05%	573	0.07%
says	151	145	0.34%	6	0.33%
stand	97	88	0.52%	9	0.51%
corrected	9	8	5.01%	1	5.00%
means	170	169	0.30%	1	0.29%
admitting	2	1	16.67%	1	16.68%
wrong	296	276	0.18%	20	0.17%
course	142	138	0.36%	4	0.35%
dare	17	16	2.79%	1	2.78%
look	464	445	0.12%	19	0.11%
maybe	745	363	0.07%	382	0.08%
could	625	563	0.09%	62	0.08%
gayslinger	7	6	6.26%	1	6.25%
he's	173	167	0.30%	6	0.29%
smart	90	87	0.56%	3	0.55%
might	187	184	0.27%	3	0.27%
maintaining	3	2	12.50%	1	12.51%
opinion	77	75	0.65%	2	0.64%
someones'	2	1	16.67%	1	16.68%
rebuttal	3	2	12.50%	1	12.51%
it'd	2	1	16.67%	1	16.68%
kinda	27	26	1.79%	1	1.79%
different	178	167	0.29%	11	0.28%
accurate	24	23	2.01%	1	2.00%
statement	59	56	0.84%	3	0.84%
express	18	15	2.64%	3	2.64%
thugs	42	38	1.17%	4	1.17%
do	2040	1930	0.03%	110	0.03%
write	68	66	0.73%	2	0.73%
rules	62	60	0.80%	2	0.79%
grammar	12	11	3.85%	1	3.85%
spelling	22	21	2.18%	1	2.18%
definitions	2	1	16.67%	1	16.68%
i'm	786	634	0.07%	152	0.07%
probably	267	236	0.19%	31	0.19%
really	664	605	0.08%	59	0.08%
loyal	24	24	2.01%	0	2.00%
true	331	225	0.16%	106	0.16%
dog	233	214	0.22%	19	0.22%
man's	12	12	3.85%	0	3.85%
caused	31	29	1.57%	2	1.56%
wing	44	43	1.12%	1	1.11%
nut	17	17	2.79%	0	2.78%
morons	65	63	0.77%	2	0.76%
another	402	394	0.13%	8	0.12%
war	130	124	0.39%	6	0.38%
art	18	18	2.64%	0	2.63%
treasures	2	2	16.67%	0	16.67%
garage	7	6	6.26%	1	6.25%
sale	25	25	1.93%	0	1.92%
goodwill	2	2	16.67%	0	16.67%
other	1252	689	0.04%	563	0.06%
stories	32	31	1.52%	1	1.52%
i've	174	170	0.29%	4	0.29%
read	324	307	0.16%	17	0.16%
lately	10	10	4.55%	0	4.55%
heck	39	37	1.26%	2	1.25%
lot	244	234	0.21%	10	0.21%
fun	79	69	0.63%	10	0.63%
keeping	31	31	1.57%	0	1.56%
tabs	1	1	25.00%	0	25.00%
millions	177	83	0.29%	94	0.30%
changing	24	23	2.01%	1	2.00%
world	544	525	0.10%	19	0.09%
surely	22	22	2.18%	0	2.17%
better	759	600	0.07%	159	0.07%
things	441	413	0.12%	28	0.12%
lives	254	232	0.20%	22	0.20%
completely	57	57	0.87%	0	0.86%
touch	429	57	0.12%	372	0.15%
reality	92	90	0.55%	2	0.54%
operating	8	8	5.56%	0	5.56%
thetwilight	1	1	25.00%	0	25.00%
zone	10	10	4.55%	0	4.55%
paid	162	160	0.32%	2	0.31%
stimulous	1	1	25.00%	0	25.00%
how'd	1	1	25.00%	0	25.00%
work	460	448	0.12%	12	0.11%
us	898	832	0.06%	66	0.06%
i'vegot	1	1	25.00%	0	25.00%
breaking	11	11	4.17%	0	4.17%
news	181	176	0.28%	5	0.28%
mr	90	84	0.56%	6	0.55%
wang	8	7	5.56%	1	5.56%
standard	34	33	1.44%	1	1.43%
itemized	3	3	12.51%	0	12.50%
forth	11	9	4.17%	2	4.17%
blah	47	44	1.05%	3	1.04%
lecture	2	2	16.67%	0	16.67%
mid	23	23	2.09%	0	2.08%
part	301	205	0.17%	96	0.18%
buying	79	78	0.63%	1	0.63%
decision	81	80	0.62%	1	0.61%
isn't	205	204	0.25%	1	0.24%
people	2855	2566	0.03%	289	0.02%
buy	254	250	0.20%	4	0.20%
homes	56	56	0.89%	0	0.88%
especially	110	86	0.46%	24	0.46%
middle	463	454	0.12%	9	0.11%
class	411	405	0.13%	6	0.12%
incentives	10	10	4.55%	0	4.55%
revenue	19	19	2.51%	0	2.50%
generated	6	6	7.15%	0	7.14%
eliminating	18	18	2.64%	0	2.63%
wouldn't	164	161	0.31%	3	0.30%
dent	3	3	12.51%	0	12.50%
debt	190	186	0.27%	4	0.26%
result	51	51	0.97%	0	0.96%
federal	91	91	0.55%	0	0.54%
spending	107	106	0.47%	1	0.46%
politicians	75	75	0.67%	0	0.66%
stupid	801	780	0.07%	21	0.06%
cured	3	3	12.51%	0	12.50%
numbed	1	1	25.00%	0	25.00%
2	290	283	0.18%	7	0.17%
x4	1	1	25.00%	0	25.00%
monitor	4	4	10.01%	0	10.00%
must	262	232	0.20%	30	0.19%
yours	51	49	0.97%	2	0.96%
looks	146	143	0.35%	3	0.34%
dark	16	15	2.95%	1	2.94%
brown	35	35	1.40%	0	1.39%
black	587	474	0.09%	113	0.09%
kneelength	1	1	25.00%	0	25.00%
problem	229	228	0.23%	1	0.22%
clearly	56	54	0.89%	2	0.88%
aren't	84	83	0.60%	1	0.59%
3	260	245	0.20%	15	0.19%
annual	23	19	2.09%	4	2.09%
raise	69	63	0.72%	6	0.72%
80	33	33	1.48%	0	1.47%
000	437	429	0.12%	8	0.11%
salary	22	22	2.18%	0	2.17%
utopian	2	2	16.67%	0	16.67%
95	17	17	2.79%	0	2.78%
americans	216	213	0.24%	3	0.23%
announced	717	11	0.07%	706	0.10%
wedding	692	6	0.07%	686	0.11%
older	2690	40	0.02%	2650	0.05%
successful	1484	33	0.03%	1451	0.07%
man	1245	286	0.04%	959	0.07%
met	720	20	0.07%	700	0.10%
via	490	15	0.10%	475	0.14%
kingi	326	0	0.15%	326	0.19%
c	613	37	0.08%	576	0.11%
h	428	21	0.12%	407	0.15%
nice	447	118	0.11%	329	0.14%
place	1250	237	0.04%	1013	0.07%
meet	807	33	0.06%	774	0.10%
mature	1031	12	0.05%	1019	0.08%
men	2340	165	0.02%	2175	0.05%
classy	625	11	0.08%	614	0.11%
sophisticated	329	2	0.15%	327	0.19%
women	2312	132	0.02%	2180	0.05%
u	599	256	0.09%	343	0.10%
single	964	61	0.05%	903	0.08%
woman	1127	116	0.05%	1011	0.08%
marry	339	9	0.15%	330	0.18%
kind	502	156	0.10%	346	0.12%
make	1583	820	0.04%	763	0.05%
life	1812	658	0.03%	1154	0.05%
adventurous	551	0	0.09%	551	0.13%
its	1008	478	0.05%	530	0.07%
worth	577	124	0.09%	453	0.11%
second	82	82	0.61%	0	0.60%
consider	62	62	0.80%	0	0.79%
factor	16	15	2.95%	1	2.94%
homework	6	6	7.15%	0	7.14%
same	561	507	0.10%	54	0.09%
understand	321	186	0.16%	135	0.17%
terms	17	17	2.79%	0	2.78%
arms	19	19	2.51%	0	2.50%
actually	238	235	0.22%	3	0.21%
signing	6	6	7.15%	0	7.14%
mean	242	234	0.21%	8	0.21%
agree	244	239	0.21%	5	0.20%
risks	10	10	4.55%	0	4.55%
included	21	21	2.28%	0	2.27%
gotten	34	34	1.44%	0	1.43%
camera	11	11	4.17%	0	4.17%
duh	14	13	3.34%	1	3.34%
town	44	42	1.12%	2	1.11%
sell	108	103	0.47%	5	0.46%
tell	313	251	0.17%	62	0.17%
it's	1472	970	0.04%	502	0.05%
slow	35	33	1.40%	2	1.39%
newsday	1	1	25.00%	0	25.00%
msn	108	104	0.47%	4	0.46%
attitude	32	32	1.52%	0	1.52%
mad	32	32	1.52%	0	1.52%
max	13	13	3.58%	0	3.57%
joking	6	6	7.15%	0	7.14%
ue3	1	1	25.00%	0	25.00%
sarcasm	9	9	5.01%	0	5.00%
you're	564	349	0.09%	215	0.10%
saying	260	248	0.20%	12	0.19%
qualify	9	9	5.01%	0	5.00%
loan	43	42	1.14%	1	1.14%
purchase	39	39	1.26%	0	1.25%
house	247	246	0.21%	1	0.20%
will	2073	1767	0.03%	306	0.03%
willingly	7	6	6.26%	1	6.25%
todays	9	9	5.01%	0	5.00%
markert	1	1	25.00%	0	25.00%
maintenance	13	13	3.58%	0	3.57%
risk	63	62	0.79%	1	0.78%
benefit	40	38	1.23%	2	1.22%
nicer	5	4	8.34%	1	8.34%
b	54	46	0.92%	8	0.91%
property	67	67	0.74%	0	0.74%
values	21	20	2.28%	1	2.27%
fall	203	63	0.25%	140	0.27%
help	362	260	0.14%	102	0.15%
college	89	87	0.56%	2	0.56%
two	255	243	0.20%	12	0.20%
teenagers	6	6	7.15%	0	7.14%
oops	2	2	16.67%	0	16.67%
personal	59	57	0.84%	2	0.83%
credit	89	87	0.56%	2	0.56%
goes	177	170	0.29%	7	0.28%
housing	71	69	0.70%	2	0.70%
market	199	197	0.26%	2	0.25%
simply	224	74	0.23%	150	0.25%
walk	47	47	1.05%	0	1.04%
thei	1	1	25.00%	0	25.00%
story	203	198	0.25%	5	0.25%
hatchi	1	1	25.00%	0	25.00%
railroad	5	5	8.34%	0	8.33%
station	19	19	2.51%	0	2.50%
cried	7	7	6.26%	0	6.25%
wipe	36	36	1.36%	0	1.35%
always	403	287	0.13%	116	0.13%
shake	9	8	5.01%	1	5.00%
live	533	512	0.10%	21	0.10%
without	336	244	0.15%	92	0.16%
drink	146	140	0.35%	6	0.34%
relatively	84	4	0.59%	80	0.62%
short	57	54	0.87%	3	0.86%
flight	5	5	8.34%	0	8.33%
deserve	103	95	0.49%	8	0.48%
7	68	67	0.73%	1	0.73%
50	311	107	0.16%	204	0.18%
water	71	68	0.70%	3	0.70%
coke	5	5	8.34%	0	8.33%
couple	64	59	0.78%	5	0.77%
hours	48	48	1.03%	0	1.02%
55	23	21	2.09%	2	2.09%
year	434	338	0.12%	96	0.12%
old	448	278	0.12%	170	0.12%
been	876	676	0.06%	200	0.07%
unemployed	20	20	2.39%	0	2.38%
35	31	31	1.57%	0	1.56%
weeks	44	41	1.12%	3	1.11%
paying	115	113	0.44%	2	0.43%
00	112	111	0.45%	1	0.44%
already	184	181	0.28%	3	0.27%
shape	22	21	2.18%	1	2.18%
haley	2	2	16.67%	0	16.67%
wonder	142	136	0.36%	6	0.35%
bigger	39	38	1.26%	1	1.25%
retards	11	11	4.17%	0	4.17%
left	195	194	0.26%	1	0.26%
subaru	3	3	12.51%	0	12.50%
ones	171	169	0.30%	2	0.29%
gave	97	94	0.52%	3	0.51%
thumbs	78	75	0.64%	3	0.63%
down	472	453	0.11%	19	0.11%
subarus	1	1	25.00%	0	25.00%
well	634	594	0.09%	40	0.08%
weather	21	19	2.28%	2	2.28%
functional	4	4	10.01%	0	10.00%
reliable	6	6	7.15%	0	7.14%
vehicles	22	21	2.18%	1	2.18%
comparison	13	13	3.58%	0	3.57%
5k	11	11	4.17%	0	4.17%
i'd	113	103	0.45%	10	0.44%
hesitant	1	1	25.00%	0	25.00%
trust	60	58	0.83%	2	0.82%
car	338	336	0.16%	2	0.15%
gonna	71	69	0.70%	2	0.70%
cars	88	83	0.57%	5	0.56%
considered	50	49	0.99%	1	0.98%
junk	23	23	2.09%	0	2.08%
let	318	299	0.17%	19	0.16%
abused	10	10	4.55%	0	4.55%
100k	14	13	3.34%	1	3.34%
miles	27	26	1.79%	1	1.79%
wondering	13	13	3.58%	0	3.57%
author	27	27	1.79%	0	1.79%
article	244	233	0.21%	11	0.21%
price	118	114	0.43%	4	0.42%
velocity'	1	1	25.00%	0	25.00%
channel's	1	1	25.00%	0	25.00%
wheeler	1	1	25.00%	0	25.00%
dealer	8	8	5.56%	0	5.56%
cowtipper	1	1	25.00%	0	25.00%
such	484	258	0.11%	226	0.12%
leg	10	10	4.55%	0	4.55%
mass	24	24	2.01%	0	2.00%
insanity	9	9	5.01%	0	5.00%
normal	89	46	0.56%	43	0.57%
act	141	130	0.36%	11	0.35%
period	202	70	0.25%	132	0.27%
czekmejtyoure	1	1	25.00%	0	25.00%
onetrick	1	1	25.00%	0	25.00%
pony	4	3	10.01%	1	10.01%
huh	43	42	1.14%	1	1.14%
relates	6	6	7.15%	0	7.14%
obama	825	810	0.07%	15	0.06%
responsible	68	67	0.73%	1	0.73%
speeding	39	38	1.26%	1	1.25%
tickets	8	6	5.56%	2	5.56%
create	64	61	0.78%	3	0.77%
origami	2	2	16.67%	0	16.67%
does	558	547	0.10%	11	0.09%
'solve'	1	1	25.00%	0	25.00%
unemployment	87	87	0.58%	0	0.57%
unemploy	2	2	16.67%	0	16.67%
ment	5	5	8.34%	0	8.33%
typical	32	31	1.52%	1	1.52%
butt	28	26	1.73%	2	1.73%
kissing	5	5	8.34%	0	8.33%
obamahahahahahaha	2	2	16.67%	0	16.67%
allaround	1	1	25.00%	0	25.00%
'classact	1	1	25.00%	0	25.00%
'and	1	1	25.00%	0	25.00%
supersmart	1	1	25.00%	0	25.00%
too	858	590	0.06%	268	0.07%
spelled	8	8	5.56%	0	5.56%
referred	10	10	4.55%	0	4.55%
hunger	6	6	7.15%	0	7.14%
disease	13	13	3.58%	0	3.57%
beenwatching	1	1	25.00%	0	25.00%
moron	104	102	0.48%	2	0.48%
rap	75	71	0.67%	4	0.66%
sheet	7	7	6.26%	0	6.25%
mile	8	7	5.56%	1	5.56%
love	2078	364	0.03%	1714	0.05%
appeals	1	1	25.00%	0	25.00%
extremist	8	8	5.56%	0	5.56%
base	26	26	1.86%	0	1.85%
belong	66	15	0.75%	51	0.77%
polls	9	9	5.01%	0	5.00%
presidenthas	1	1	25.00%	0	25.00%
lead	37	36	1.32%	1	1.32%
three	81	81	0.62%	0	0.61%
swing	3	3	12.51%	0	12.50%
states	145	143	0.35%	2	0.34%
mittens	11	11	4.17%	0	4.17%
lying	31	30	1.57%	1	1.56%
ryan	52	52	0.95%	0	0.94%
that's	405	376	0.13%	29	0.13%
posted	44	43	1.12%	1	1.11%
bs	47	47	1.05%	0	1.04%
certainly	66	63	0.75%	3	0.75%
readers	4	4	10.01%	0	10.00%
city	66	65	0.75%	1	0.75%
taking	124	121	0.41%	3	0.40%
tour	11	9	4.17%	2	4.17%
local	54	36	0.91%	18	0.92%
police	46	41	1.07%	5	1.07%
sudden	13	13	3.58%	0	3.57%
bunch	85	80	0.59%	5	0.58%
masked	2	2	16.67%	0	16.67%
banditsburst	1	1	25.00%	0	25.00%
shooting	12	11	3.85%	1	3.85%
