won't	146	2	144	0.41%	1.61%	5.50%	94.50%	1.70%	98.30%	
miss	65	15	50	1.28%	1.20%	54.12%	45.88%	23.48%	76.52%	
her	1406	749	657	26.26%	5.87%	81.78%	18.22%	53.27%	46.73%	
at	1771	131	1640	4.62%	14.60%	23.96%	76.04%	7.42%	92.58%	
all	2486	146	2340	5.13%	20.81%	19.75%	80.25%	5.89%	94.11%	
can't	449	18	431	0.74%	3.93%	14.22%	85.78%	4.11%	95.89%	
see	912	179	733	6.32%	6.56%	49.05%	50.95%	19.66%	80.34%	
why	959	190	769	6.70%	6.88%	49.34%	50.66%	19.84%	80.16%	
want	1193	521	672	18.28%	6.01%	75.33%	24.67%	43.68%	56.32%	
show	228	5	223	0.39%	2.19%	8.30%	91.70%	2.40%	97.60%	
off	611	43	568	1.59%	5.12%	23.03%	76.97%	7.11%	92.89%	
body	73	1	72	0.71%	1.31%	5.80%	94.20%	2.03%	97.97%	
shows	65	1	64	0.79%	1.32%	6.47%	93.53%	2.27%	97.73%	
more	2275	978	1297	34.27%	11.54%	74.82%	25.18%	42.99%	57.01%	
than	934	77	857	2.75%	7.66%	26.18%	73.82%	8.29%	91.71%	
enough	344	8	336	0.42%	3.12%	8.70%	91.30%	2.46%	97.54%	
voice	53	2	51	0.99%	1.37%	14.07%	85.93%	4.63%	95.37%	
there's	85	0	85	0.58%	1.33%	0.58%	99.42%	0.58%	99.42%	
say	728	31	697	1.15%	6.26%	14.97%	85.03%	4.32%	95.68%	
jus	4	0	4	10.00%	10.03%	10.00%	90.00%	10.00%	90.00%	
observation	4	0	4	10.00%	10.03%	10.00%	90.00%	10.00%	90.00%	
engineering	6	0	6	7.14%	7.19%	7.14%	92.86%	7.14%	92.86%	
makes	232	9	223	0.53%	2.19%	13.88%	86.12%	4.08%	95.92%	
you	11206	3347	7859	117.27%	69.85%	62.67%	37.33%	29.87%	70.13%	
scratch	4	0	4	10.00%	10.03%	10.00%	90.00%	10.00%	90.00%	
head	115	1	114	0.47%	1.44%	3.74%	96.26%	1.29%	98.71%	
mojo	3	0	3	12.50%	12.52%	12.50%	87.50%	12.50%	87.50%	
what	2441	159	2282	5.59%	20.29%	21.56%	78.44%	6.53%	93.47%	
let's	146	41	105	1.77%	1.27%	60.55%	39.45%	28.23%	71.77%	
pimple	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
faced	11	0	11	4.17%	4.26%	4.17%	95.83%	4.17%	95.83%	
20somethingyearol	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
d	66	9	57	1.06%	1.25%	38.54%	61.46%	14.18%	85.82%	
never	767	174	593	6.15%	5.33%	53.63%	46.37%	22.72%	77.28%	
had	919	31	888	1.14%	7.94%	12.14%	87.86%	3.42%	96.58%	
real	354	15	339	0.66%	3.15%	14.95%	85.05%	4.37%	95.63%	
job	343	10	333	0.49%	3.10%	10.70%	89.30%	3.05%	96.95%	
welltodo	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
family	334	16	318	0.71%	2.97%	16.65%	83.35%	4.93%	95.07%	
stole	14	0	14	3.33%	3.45%	3.33%	96.67%	3.33%	96.67%	
idea	171	3	168	0.40%	1.78%	6.83%	93.17%	2.03%	97.97%	
somebody	59	1	58	0.87%	1.34%	7.09%	92.91%	2.50%	97.50%	
else	307	6	301	0.37%	2.83%	7.42%	92.58%	2.11%	97.89%	
made	420	14	406	0.61%	3.72%	12.06%	87.94%	3.44%	96.56%	
fb	26	0	26	1.85%	2.07%	1.85%	98.15%	1.85%	98.15%	
then	1016	163	853	5.75%	7.62%	42.97%	57.03%	16.08%	83.92%	
tried	57	2	55	0.93%	1.34%	13.18%	86.82%	4.31%	95.69%	
steal	25	0	25	1.92%	2.14%	1.92%	98.08%	1.92%	98.08%	
friend	831	717	114	25.15%	1.07%	96.07%	3.93%	86.24%	13.76%	
who	2343	753	1590	26.39%	14.15%	65.11%	34.89%	32.15%	67.85%	
helped	36	2	34	1.42%	1.65%	19.67%	80.33%	6.76%	93.24%	
him	604	25	579	0.96%	5.22%	14.60%	85.40%	4.21%	95.79%	
start	175	27	148	1.22%	1.59%	41.88%	58.12%	15.63%	84.38%	
up	1426	76	1350	2.70%	12.03%	18.18%	81.82%	5.36%	94.64%	
now	1326	440	886	15.44%	7.91%	66.18%	33.82%	33.20%	66.80%	
he	2051	132	1919	4.65%	17.07%	21.35%	78.65%	6.46%	93.54%	
trying	303	71	232	2.64%	2.22%	54.66%	45.34%	23.52%	76.48%	
public	139	7	132	0.60%	1.52%	17.52%	82.48%	5.36%	94.64%	
by	1130	64	1066	2.28%	9.51%	19.17%	80.83%	5.70%	94.30%	
going	572	27	545	1.03%	4.92%	16.40%	83.60%	4.80%	95.20%	
company	90	5	85	0.72%	1.30%	19.17%	80.83%	6.04%	93.96%	
has	1958	779	1179	27.31%	10.50%	72.25%	27.75%	39.79%	60.21%	
any	873	129	744	4.57%	6.66%	40.61%	59.39%	14.82%	85.18%	
profit	39	0	39	1.25%	1.59%	1.25%	98.75%	1.25%	98.75%	
they	4731	877	3854	30.73%	34.26%	47.29%	52.71%	18.54%	81.46%	
try	1446	1239	207	43.42%	1.87%	95.90%	4.10%	85.66%	14.34%	
monetize	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
site	703	658	45	23.09%	0.47%	98.23%	1.77%	93.54%	6.46%	
becomes	23	5	18	2.25%	2.24%	52.17%	47.83%	22.92%	77.08%	
annoying	8	1	7	5.59%	5.61%	37.58%	62.42%	16.67%	83.33%	
one	1521	48	1473	1.71%	13.12%	11.41%	88.59%	3.19%	96.81%	
trick	60	53	7	2.65%	0.88%	95.99%	4.01%	87.70%	12.30%	
tiny	14	0	14	3.33%	3.45%	3.33%	96.67%	3.33%	96.67%	
belly	5	0	5	8.33%	8.37%	8.33%	91.67%	8.33%	91.67%	
fad	4	0	4	10.00%	10.03%	10.00%	90.00%	10.00%	90.00%	
passes	4	1	3	10.03%	10.02%	55.43%	44.57%	30.00%	70.00%	
again	711	402	309	14.14%	2.81%	83.64%	16.36%	56.53%	43.47%	
ask	109	5	104	0.63%	1.37%	16.24%	83.76%	5.00%	95.00%	
found	225	161	64	5.84%	0.79%	90.66%	9.34%	71.46%	28.54%	
movie	98	4	94	0.64%	1.33%	14.73%	85.27%	4.55%	95.45%	
natural	53	2	51	0.99%	1.37%	14.07%	85.93%	4.63%	95.37%	
sleep	39	1	38	1.28%	1.58%	10.41%	89.59%	3.75%	96.25%	
aid	36	0	36	1.35%	1.66%	1.35%	98.65%	1.35%	98.65%	
wish	157	25	132	1.19%	1.48%	42.79%	57.21%	16.14%	83.86%	
minute	23	0	23	2.08%	2.28%	2.08%	97.92%	2.08%	97.92%	
pushed	8	0	8	5.56%	5.62%	5.56%	94.44%	5.56%	94.44%	
speaking	43	8	35	1.41%	1.44%	47.46%	52.54%	19.32%	80.68%	
weakened	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
soft	20	0	20	2.38%	2.55%	2.38%	97.62%	2.38%	97.62%	
spoken	15	1	14	3.16%	3.24%	23.72%	76.28%	9.38%	90.63%	
trembling	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
changed	60	3	57	0.92%	1.32%	17.72%	82.28%	5.74%	94.26%	
my	3106	1257	1849	44.05%	16.44%	72.82%	27.18%	40.47%	59.53%	
mind	128	7	121	0.63%	1.45%	18.81%	81.19%	5.81%	94.19%	
whisper	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
beeeatch	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
if	3810	1542	2268	54.03%	20.17%	72.82%	27.18%	40.47%	59.53%	
havent	110	101	9	3.96%	0.53%	97.36%	2.64%	91.44%	8.56%	
started	200	104	96	3.87%	1.10%	80.87%	19.13%	51.99%	48.01%	
reckon	102	101	1	3.99%	0.49%	99.27%	0.73%	98.54%	1.46%	
about	1794	158	1636	5.56%	14.56%	27.59%	72.41%	8.83%	91.17%	
tiresome	104	101	3	3.98%	0.50%	98.78%	1.22%	96.67%	3.33%	
online	603	588	15	20.65%	0.22%	99.28%	0.72%	97.43%	2.57%	
dating	1359	1332	27	46.67%	0.28%	99.45%	0.55%	97.98%	2.02%	
time	879	136	743	4.82%	6.65%	41.92%	58.08%	15.51%	84.49%	
take	1081	495	586	17.37%	5.25%	76.88%	23.12%	45.79%	54.21%	
step	243	204	39	7.32%	0.55%	95.19%	4.81%	83.81%	16.19%	
find	1218	968	250	33.93%	2.26%	93.82%	6.18%	79.45%	20.55%	
like	2171	418	1753	14.66%	15.60%	48.45%	51.55%	19.27%	80.73%	
lots	145	101	44	3.86%	0.73%	89.77%	10.23%	69.52%	30.48%	
baby	252	144	108	5.22%	1.15%	83.88%	16.12%	57.11%	42.89%	
boomers	203	198	5	7.15%	0.29%	99.12%	0.88%	97.30%	2.70%	
facing	114	101	13	3.94%	0.55%	96.43%	3.57%	88.26%	11.74%	
days	230	107	123	3.95%	1.30%	77.30%	22.70%	46.54%	53.46%	
nights	109	101	8	3.96%	0.53%	97.59%	2.41%	92.27%	7.73%	
alone	233	148	85	5.38%	0.97%	87.12%	12.88%	63.46%	36.54%	
first	463	134	329	4.79%	3.03%	61.60%	38.40%	28.99%	71.01%	
dont	430	120	310	4.31%	2.86%	60.39%	39.61%	27.96%	72.04%	
wait	228	104	124	3.85%	1.32%	76.66%	23.34%	45.63%	54.37%	
longer	180	105	75	3.93%	0.94%	84.47%	15.53%	58.29%	41.71%	
join	281	268	13	9.53%	0.29%	98.61%	1.39%	95.21%	4.79%	
seekoomer	73	72	1	3.16%	0.68%	98.98%	1.02%	97.97%	2.03%	
wore	9	1	8	5.03%	5.06%	34.71%	65.29%	15.00%	85.00%	
were	1080	27	1053	0.99%	9.40%	9.22%	90.78%	2.54%	97.46%	
close	81	3	78	0.71%	1.29%	13.62%	86.38%	4.27%	95.73%	
skin	88	3	85	0.67%	1.31%	12.64%	87.36%	3.93%	96.07%	
color	236	65	171	2.48%	1.72%	59.93%	40.07%	27.64%	72.36%	
don't	1577	51	1526	1.82%	13.59%	11.67%	88.33%	3.26%	96.74%	
think	1129	96	1033	3.40%	9.22%	26.83%	73.17%	8.54%	91.46%	
mentioned	38	2	36	1.35%	1.59%	18.79%	81.21%	6.41%	93.59%	
pants	51	1	50	1.00%	1.40%	8.13%	91.87%	2.88%	97.12%	
aaaahhhh	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
meant	52	1	51	0.98%	1.39%	7.98%	92.02%	2.83%	97.17%	
spell	38	0	38	1.28%	1.61%	1.28%	98.72%	1.28%	98.72%	
way	831	108	723	3.84%	6.48%	37.08%	62.92%	13.04%	86.96%	
prostitot	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
cute	36	2	34	1.42%	1.65%	19.67%	80.33%	6.76%	93.24%	
tot	2	0	2	16.67%	16.68%	16.67%	83.33%	16.67%	83.33%	
son	69	1	68	0.75%	1.31%	6.12%	93.88%	2.14%	97.86%	
we	2476	247	2229	8.67%	19.82%	30.41%	69.59%	9.99%	90.01%	
weren't	40	0	40	1.22%	1.57%	1.22%	98.78%	1.22%	98.78%	
bothered	13	2	11	3.64%	3.66%	42.34%	57.66%	17.86%	82.14%	
politically	14	0	14	3.33%	3.45%	3.33%	96.67%	3.33%	96.67%	
correct	81	4	77	0.75%	1.29%	17.40%	82.60%	5.49%	94.51%	
bullcrap	4	0	4	10.00%	10.03%	10.00%	90.00%	10.00%	90.00%	
alwaysrespected	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
oureldersand	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
teachers	31	0	31	1.56%	1.83%	1.56%	98.44%	1.56%	98.44%	
whuppin'	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
when	1365	94	1271	3.33%	11.33%	22.59%	77.41%	6.92%	93.08%	
home	308	8	300	0.44%	2.82%	9.64%	90.36%	2.75%	97.25%	
addition	17	0	17	2.78%	2.92%	2.78%	97.22%	2.78%	97.22%	
whatever	96	5	91	0.69%	1.32%	18.14%	81.86%	5.67%	94.33%	
school	222	4	218	0.36%	2.15%	6.94%	93.06%	2.02%	97.98%	
everyone	350	15	335	0.67%	3.11%	15.10%	84.90%	4.42%	95.58%	
enjoyed	13	0	13	3.57%	3.68%	3.57%	96.43%	3.57%	96.43%	
competing	3	0	3	12.50%	12.52%	12.50%	87.50%	12.50%	87.50%	
ribbons	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
participating	2	0	2	16.67%	16.68%	16.67%	83.33%	16.67%	83.33%	
only	992	81	911	2.89%	8.14%	25.98%	74.02%	8.21%	91.79%	
placed	17	3	14	2.88%	2.90%	46.03%	53.97%	19.44%	80.56%	
no	1880	59	1821	2.09%	16.20%	11.35%	88.65%	3.16%	96.84%	
felt	32	3	29	1.62%	1.77%	29.61%	70.39%	10.61%	89.39%	
bad	457	6	451	0.32%	4.11%	5.08%	94.92%	1.42%	98.58%	
long	387	103	284	3.73%	2.65%	58.82%	41.18%	26.68%	73.32%	
lost	219	20	199	0.92%	1.99%	28.48%	71.52%	9.32%	90.68%	
because	1163	97	1066	3.44%	9.51%	26.42%	73.58%	8.38%	91.62%	
friends	326	133	193	4.80%	1.86%	73.02%	26.98%	40.83%	59.17%	
competitors	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
cheered	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
them	1564	265	1299	9.31%	11.57%	44.58%	55.42%	16.96%	83.04%	
loved	91	1	90	0.58%	1.33%	4.69%	95.31%	1.63%	98.37%	
cared	18	0	18	2.63%	2.78%	2.63%	97.37%	2.63%	97.37%	
came	107	3	104	0.57%	1.38%	10.58%	89.42%	3.24%	96.76%	
those	667	17	650	0.67%	5.84%	9.41%	90.59%	2.62%	97.38%	
friends'	2	0	2	16.67%	16.68%	16.67%	83.33%	16.67%	83.33%	
parents	171	3	168	0.40%	1.78%	6.83%	93.17%	2.03%	97.97%	
usually	122	69	53	2.80%	0.87%	83.42%	16.58%	56.50%	43.50%	
acted	7	0	7	6.25%	6.30%	6.25%	93.75%	6.25%	93.75%	
surrogates	2	0	2	16.67%	16.68%	16.67%	83.33%	16.67%	83.33%	
kids	358	9	349	0.45%	3.23%	9.34%	90.66%	2.65%	97.35%	
today	219	28	191	1.20%	1.92%	36.69%	63.31%	12.95%	87.05%	
enjoy	65	6	59	0.96%	1.27%	28.94%	71.06%	9.85%	90.15%	
did	746	24	722	0.91%	6.48%	11.64%	88.36%	3.28%	96.72%	
'40s	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
'50s	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
played	31	0	31	1.56%	1.83%	1.56%	98.44%	1.56%	98.44%	
kinds	21	0	21	2.27%	2.45%	2.27%	97.73%	2.27%	97.73%	
sports	15	0	15	3.13%	3.25%	3.13%	96.88%	3.13%	96.88%	
grounds	7	0	7	6.25%	6.30%	6.25%	93.75%	6.25%	93.75%	
before	428	10	418	0.47%	3.82%	8.71%	91.29%	2.45%	97.55%	
after	615	260	355	9.18%	3.23%	74.24%	25.76%	42.29%	57.71%	
recess	2	0	2	16.67%	16.68%	16.67%	83.33%	16.67%	83.33%	
lunchtime	2	0	2	16.67%	16.68%	16.67%	83.33%	16.67%	83.33%	
even	851	61	790	2.19%	7.07%	23.37%	76.63%	7.22%	92.78%	
weekends	7	1	6	6.28%	6.30%	40.94%	59.06%	18.75%	81.25%	
learned	34	0	34	1.43%	1.72%	1.43%	98.57%	1.43%	98.57%	
how	1534	373	1161	13.09%	10.34%	55.88%	44.12%	24.33%	75.67%	
compete	9	0	9	5.00%	5.07%	5.00%	95.00%	5.00%	95.00%	
fairly	14	1	13	3.37%	3.44%	25.05%	74.95%	10.00%	90.00%	
win	62	0	62	0.79%	1.34%	0.79%	99.21%	0.79%	99.21%	
lose	202	129	73	4.74%	0.89%	87.26%	12.74%	63.79%	36.21%	
settle	11	1	10	4.20%	4.25%	30.09%	69.91%	12.50%	87.50%	
our	1038	99	939	3.51%	8.39%	29.38%	70.62%	9.58%	90.42%	
disagreements	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
most	524	35	489	1.32%	4.43%	22.06%	77.94%	6.76%	93.24%	
times	182	11	171	0.66%	1.78%	20.39%	79.61%	6.28%	93.72%	
peacefully	4	0	4	10.00%	10.03%	10.00%	90.00%	10.00%	90.00%	
sometimes	81	2	79	0.68%	1.30%	9.57%	90.43%	3.05%	96.95%	
not	3888	409	3479	14.34%	30.93%	31.67%	68.33%	10.53%	89.47%	
but	2382	98	2284	3.45%	20.31%	14.48%	85.52%	4.13%	95.87%	
dared	1	0	1	25.00%	25.00%	25.00%	75.00%	25.00%	75.00%	
fight	63	1	62	0.82%	1.32%	6.67%	93.33%	2.34%	97.66%	
dirty	19	0	19	2.50%	2.66%	2.50%	97.50%	2.50%	97.50%	
said	481	23	458	0.91%	4.17%	16.59%	83.41%	4.88%	95.12%	
quit	105	7	98	0.71%	1.33%	22.24%	77.76%	7.08%	92.92%	
over	1034	315	719	11.07%	6.43%	63.32%	36.68%	30.48%	69.52%	
shook	5	0	5	8.33%	8.37%	8.33%	91.67%	8.33%	91.67%	
hands	66	2	64	0.82%	1.31%	11.55%	88.45%	3.73%	96.27%	
became	33	0	33	1.47%	1.76%	1.47%	98.53%	1.47%	98.53%	
best	2004	1755	249	61.49%	2.24%	96.50%	3.50%	87.56%	12.44%	
put	367	13	354	0.59%	3.27%	12.75%	87.25%	3.67%	96.33%	
ceiling	5	0	5	8.33%	8.37%	8.33%	91.67%	8.33%	91.67%	
tax	414	7	407	0.37%	3.73%	6.45%	93.55%	1.81%	98.19%	
deductions	45	0	45	1.09%	1.48%	1.09%	98.91%	1.09%	98.91%	
total	66	1	65	0.78%	1.32%	6.38%	93.62%	2.24%	97.76%	
equal	22	0	22	2.17%	2.36%	2.17%	97.83%	2.17%	97.83%	
general	37	1	36	1.35%	1.63%	10.93%	89.07%	3.95%	96.05%	
deduction	147	0	147	0.34%	1.64%	0.34%	99.66%	0.34%	99.66%	
eliminate	35	0	35	1.39%	1.69%	1.39%	98.61%	1.39%	98.61%	
additional	13	0	13	3.57%	3.68%	3.57%	96.43%	3.57%	96.43%	
